Age,Income,Experience,LoanAmount,InterestRate,CreditHistoryLength,CreditScore,LoanApprovalStatus
27,29703,7,4000,12.99,6,692,No
28,29760,5,9600,11.99,8,635,No
27,54879,5,18000,13.16,7,611,Yes
34,56102,11,18000,11.01,9,553,Yes
27,60851,6,18000,8.49,9,661,Yes
32,29802,10,2000,7.29,6,631,No
34,61179,11,18000,8.88,9,671,Yes
31,61266,8,18000,13.48,9,611,Yes
27,29612,4,6250,8.49,8,618,No
27,62708,4,18000,14.96,8,693,Yes
34,62811,9,18000,13.85,10,683,Yes
29,65537,8,18000,10.99,6,674,Yes
32,66752,11,18000,10.38,7,588,Yes
28,29686,3,8000,10.37,5,579,No
29,69230,6,18000,11.01,8,638,Yes
33,72999,11,18000,8.49,5,659,No
30,29871,6,2500,7.29,6,522,No
28,73382,7,18000,14.65,5,681,No
28,76675,8,18000,10.65,9,685,No
27,77568,1,18000,11.11,8,644,No
30,77921,6,18000,8.38,7,632,No
27,71916,3,18000,12.18,9,638,Yes
35,80096,13,18000,9.99,8,606,No
33,82417,10,18000,10.08,6,528,No
29,82456,9,18000,10,9,718,No
27,84875,5,18000,10.25,9,561,No
28,30228,5,1500,7.14,10,645,No
28,77862,6,18000,11.58,6,635,Yes
33,85214,13,18000,11.89,9,624,No
34,87468,12,18000,15.95,8,633,No
33,81369,10,18000,13.11,7,576,Yes
31,91087,8,18000,8.9,6,679,No
34,29781,10,2400,13.98,9,653,No
34,94282,11,18000,8.9,9,583,No
30,29363,9,7500,7.88,9,708,No
28,96756,9,18000,10.59,10,567,No
28,97125,6,18000,11.49,6,630,No
27,97181,6,18000,10.39,8,643,No
28,99261,6,18000,10.99,6,539,No
27,29882,8,9200,11.01,9,608,No
33,29617,11,6000,10.25,6,680,No
29,89735,6,18000,17.04,10,710,Yes
29,29566,5,10000,11.01,6,653,No
28,107653,4,18000,7.49,10,629,No
31,109052,11,18000,12.42,8,640,No
31,94681,8,18000,18.79,9,609,Yes
30,109125,8,18000,8.94,8,645,No
34,121719,12,18000,13.49,10,590,No
32,120927,10,18000,11.01,5,548,No
27,121131,5,18000,7.88,5,686,No
30,122826,6,18000,12.18,7,653,No
31,123260,7,18000,10,10,639,No
33,108844,11,18000,11.58,10,637,Yes
33,124610,13,18000,16.82,6,564,No
27,132711,2,18000,9.91,5,694,No
31,29760,10,1200,8.94,5,670,No
30,29477,7,6000,8.94,7,632,No
27,159382,5,18000,8.49,9,647,No
27,124214,4,18000,13.99,7,626,Yes
33,169148,10,18000,11.01,9,591,No
30,211171,8,18000,5.79,10,596,No
30,202369,7,18000,14.46,9,656,Yes
33,36778,8,17975,8.49,8,696,Yes
27,30156,6,11000,11.01,6,608,No
34,78766,15,17900,7.9,8,603,No
27,29556,8,6000,12.53,9,717,No
28,29920,4,5000,9.32,10,566,No
27,39586,8,17725,11.49,8,617,Yes
31,127809,6,17700,10.99,6,644,No
27,46240,4,17625,12.69,7,668,Yes
34,29908,7,2000,9.2,7,630,No
29,93667,7,17600,13.48,8,641,No
29,106805,3,17600,14.26,6,671,No
29,184636,6,17600,8.7,8,604,No
28,246870,7,17600,13.23,10,588,No
28,53843,7,17500,11.01,10,599,Yes
28,54735,5,17500,14.35,10,638,Yes
27,59313,4,17500,12.42,9,628,Yes
35,60939,14,17500,12.84,5,700,Yes
27,30622,4,8500,11.01,8,631,No
32,30698,12,4800,8.9,7,552,Yes
33,70433,9,17500,13.57,10,622,No
33,111878,13,17500,15.28,6,654,No
31,138220,7,17500,14.72,6,624,No
29,144987,2,17500,12.87,8,622,No
31,764203,10,17500,11.48,10,649,No
29,42815,5,17475,7.66,5,624,Yes
27,55030,4,17475,11.99,8,633,Yes
32,71508,7,17400,15.05,6,630,Yes
28,30742,4,6000,5.99,7,598,No
33,30551,10,6600,12.99,6,659,No
35,65995,14,17250,19.42,10,683,Yes
29,91333,7,17200,14.27,8,631,No
27,94584,2,17200,17.49,7,686,Yes
33,41577,8,17000,11.48,9,618,Yes
31,31216,12,6000,9.25,9,651,No
35,45251,14,17000,13.49,10,707,Yes
28,55418,2,17000,14.72,10,602,Yes
35,58614,14,17000,7.88,6,575,Yes
27,67056,3,17000,7.88,5,582,Yes
30,66809,5,17000,11.01,9,672,Yes
27,73279,3,17000,11.01,10,730,No
29,73251,6,17000,14.96,8,626,No
32,74140,7,17000,11.49,5,702,No
34,79169,12,17000,8.49,8,666,No
29,30915,8,8500,7.9,5,620,No
28,31315,10,10625,14.27,6,642,No
28,96932,7,17000,5.79,6,666,No
28,97024,4,17000,13.85,8,671,No
35,102960,12,17000,7.88,6,688,No
31,30842,6,3000,8.9,8,643,No
31,111175,9,17000,14.54,10,660,No
33,31039,10,6000,6.62,8,571,No
32,138994,13,17000,11.12,6,644,No
32,31071,7,9175,10.99,10,596,No
31,31276,5,3500,13.49,9,695,No
29,31039,7,7475,8.49,6,552,No
30,30917,9,7000,10.99,10,639,No
34,94550,9,16800,7.37,5,693,No
27,30770,1,5000,10.99,7,609,No
29,110197,10,16800,11.01,5,710,No
30,100568,8,16775,11.97,5,598,No
28,29696,8,16750,14.96,10,677,Yes
33,40274,11,16750,12.53,5,608,Yes
34,48567,10,16750,13.98,9,660,Yes
35,48888,10,16750,14.09,6,672,Yes
31,31309,8,4500,11.01,8,657,No
34,31154,11,1000,9.63,6,625,No
28,99545,4,16750,20,10,678,Yes
30,116564,7,16750,10.62,5,584,No
29,30847,8,2500,9.62,5,716,No
27,30935,6,4750,14.83,9,566,No
27,31114,5,4000,11.01,9,674,No
35,70596,10,16500,11.01,6,654,No
28,31047,7,6000,14.72,10,715,No
32,31109,10,5000,16.32,9,642,No
27,82717,2,16500,7.88,7,600,No
33,86165,11,16500,14.72,6,648,No
31,47878,10,16450,16.02,10,650,Yes
27,54588,2,16425,14.27,5,698,Yes
34,53783,10,16400,11.03,10,626,Yes
30,51525,7,16200,10.25,6,600,Yes
28,60767,5,16200,13.99,5,644,Yes
30,65715,3,16200,15.57,10,528,Yes
30,30926,11,6400,7.51,8,628,No
28,84918,4,16100,11.83,9,625,No
33,30849,12,1600,11.36,7,653,No
32,30728,10,11200,7.88,5,646,Yes
27,36952,7,16000,7.9,8,598,Yes
27,37311,9,16000,10,5,644,Yes
27,44271,7,16000,15.7,9,622,Yes
27,36773,5,16000,10.99,6,663,Yes
27,48924,2,16000,9.91,9,688,Yes
29,48978,3,16000,11.71,6,649,Yes
30,49005,7,16000,11.48,8,605,Yes
31,31345,10,2400,14.42,8,534,No
33,30873,14,3000,12.53,10,605,No
34,45230,12,16000,12.99,9,640,Yes
29,53849,5,16000,11.01,9,584,Yes
35,55197,11,16000,10,10,655,Yes
30,31131,9,2000,12.42,7,556,No
27,47864,6,16000,12.73,8,677,Yes
29,57412,8,16000,11.71,8,588,Yes
28,59044,6,16000,13.85,7,620,Yes
27,58337,8,16000,14.22,5,592,Yes
35,61149,17,16000,9.91,5,646,Yes
27,31528,2,4500,5.42,6,573,No
35,53911,14,16000,13.99,8,709,Yes
30,61048,12,16000,16.77,5,698,Yes
27,60881,6,16000,11.01,5,660,Yes
32,30955,10,4000,6.54,6,576,No
28,54268,7,16000,13.48,6,586,Yes
34,53670,10,16000,13.24,6,662,Yes
30,62803,11,16000,13.49,8,698,Yes
32,63354,9,16000,14.18,8,612,Yes
27,59280,4,16000,14.74,7,676,Yes
27,66962,5,16000,11.12,9,651,No
28,67281,9,16000,13.98,9,664,No
28,62082,3,16000,16.32,9,536,Yes
30,65636,5,16000,17.99,10,646,Yes
35,31399,12,5000,11.01,10,658,Yes
27,75519,4,16000,7.88,10,565,No
27,31469,4,1200,11.01,10,649,No
33,76288,12,16000,13.11,5,654,No
28,77339,5,16000,13.47,5,661,No
29,78849,8,16000,17.27,6,547,No
30,78940,5,16000,13.06,8,567,No
27,32021,8,5000,14.11,5,638,No
30,32053,6,6000,5.99,6,640,No
32,32102,6,2400,14.96,6,566,No
28,72988,9,16000,16.07,8,576,Yes
28,80906,5,16000,12.18,6,642,No
35,82102,12,16000,11.58,5,661,No
30,82378,7,16000,14.09,5,604,No
31,83974,6,16000,5.99,6,587,No
31,32015,9,2400,14.27,9,714,No
30,77746,9,16000,15.7,5,548,Yes
29,84969,5,16000,14.42,6,714,No
30,90935,12,16000,8.9,10,637,No
28,26449,4,1000,7.49,9,632,No
27,27797,3,1000,14.84,5,628,No
30,28479,7,1000,11.49,5,673,No
30,29516,10,1000,15.96,7,657,No
33,29933,10,1000,14.91,5,615,Yes
29,29442,9,1000,9.99,7,614,No
28,32298,6,12000,11.36,7,535,Yes
32,32080,7,13750,13.11,10,662,No
30,32559,4,1200,10.99,6,685,No
29,31351,6,1000,10.25,5,496,No
27,32158,4,5000,8.94,9,692,No
33,32686,12,1000,10.99,7,587,No
35,32052,16,6000,9.63,6,697,No
35,36107,13,1000,7.49,9,614,No
27,36922,2,1000,5.79,10,617,No
33,32385,12,15000,9.76,6,684,Yes
31,36970,13,1000,9.25,6,569,No
30,40578,8,1000,14.79,10,658,No
29,32257,5,4000,14.74,9,665,Yes
31,32190,8,6500,9.99,9,613,No
30,42824,3,1000,10.36,6,692,No
30,36964,7,1000,11.01,10,630,Yes
29,46484,6,1000,7.88,9,526,No
28,48916,3,1000,9.88,9,488,No
35,51544,15,1000,11.12,5,635,No
29,32582,5,4800,7.66,9,620,No
31,52740,11,1000,10.74,9,631,No
27,32618,7,6000,6.91,9,523,Yes
28,32640,7,3000,6.17,6,528,No
33,59008,9,1000,9.99,10,681,No
28,53570,6,1000,14.17,9,641,Yes
27,62639,5,1000,10.37,7,631,No
30,32712,10,5000,7.14,6,667,No
31,65671,11,1000,11.01,7,595,No
34,32642,11,3600,9.88,9,699,No
29,78450,3,1000,14.27,5,599,No
33,78724,12,1000,11.01,9,709,No
28,88562,7,1000,11.01,7,697,No
29,89920,3,1000,9.91,5,584,No
27,90732,7,1000,13.49,9,622,No
34,32818,13,4400,10.59,8,676,No
30,83868,7,1000,8.59,5,545,Yes
35,92355,10,1000,13.49,8,571,No
30,120955,7,1000,11.71,7,639,No
33,32546,9,5000,10.59,10,676,No
27,13004,7,1200,14.11,6,709,Yes
30,18709,6,1200,8,9,660,No
28,19410,5,1200,12.53,8,578,No
35,24071,14,1200,7.29,10,522,Yes
29,24979,6,1200,11.71,7,618,Yes
29,24894,7,1200,11.54,5,602,No
32,28377,9,1200,13.22,7,625,No
28,33304,7,5600,5.42,8,666,No
27,29947,3,1200,18.99,7,501,No
27,33243,5,4300,5.99,6,649,No
27,33501,6,11500,20,9,685,Yes
33,37381,12,1200,6.76,10,675,No
30,33201,8,4200,7.88,9,673,No
34,48928,10,1200,7.88,8,652,No
31,51451,7,1200,16.29,5,629,No
28,33591,7,2400,10.99,5,689,No
35,52701,15,1200,13.8,7,653,No
27,53526,3,1200,15.23,5,615,No
27,33341,8,3000,11.14,9,641,No
28,64282,4,1200,11.01,8,729,No
28,58934,4,1200,17.56,5,566,Yes
29,67174,6,1200,9.99,6,672,No
33,64846,9,1200,16.29,7,545,Yes
31,91181,10,1200,6.54,5,566,No
31,18011,10,1250,11.01,8,670,Yes
31,32048,9,1250,11.49,10,656,No
32,235159,9,1250,13.23,7,659,No
31,33101,7,6500,11.11,7,700,No
33,42357,13,1300,9.91,6,690,No
27,57370,3,1300,10.46,8,616,No
27,62153,7,1300,7.68,7,687,No
34,78779,12,1300,6.54,7,588,No
35,33667,14,1800,7.74,7,696,No
29,18196,7,1400,11.49,6,672,No
27,23272,7,1400,9.99,6,662,No
31,27624,6,1400,20,7,666,No
35,31014,14,1400,8.49,10,621,No
32,34061,10,2000,12.99,9,640,Yes
31,31313,9,1400,6.99,6,634,No
29,35357,5,1400,7.9,5,500,No
28,34209,4,15000,6.54,10,644,No
31,66139,12,1400,11.01,8,680,No
31,33846,6,3000,11.49,9,678,No
27,70652,7,1400,15.27,7,588,No
31,95296,10,1400,11.01,6,676,No
30,34153,6,2250,15.62,9,519,Yes
29,21245,4,1450,11.01,6,616,No
27,29874,4,1450,11.01,9,690,No
27,34239,5,3500,6.99,9,633,No
31,43988,8,1450,11.01,7,541,No
27,32936,4,1500,10.36,5,636,No
35,34057,14,3000,11.86,5,645,No
30,34732,8,1500,11.01,8,581,No
31,34769,10,1500,11.11,5,639,No
28,35715,7,1500,15.7,6,721,Yes
35,36919,15,1500,7.29,8,695,Yes
28,37462,4,1500,9.63,10,673,Yes
27,37124,7,1500,11.01,6,581,No
27,34245,4,2400,5.42,7,621,No
29,37310,10,1500,11.49,8,683,Yes
29,34551,9,11000,8.49,8,607,No
34,34543,13,4200,12.84,8,649,No
35,39435,9,1500,8.49,7,631,No
29,34795,6,1800,5.42,6,664,No
35,41802,15,1500,10.99,7,610,No
29,36849,8,1500,12.86,10,697,Yes
35,34276,17,7600,6.62,10,635,No
35,46753,14,1500,7.4,6,629,No
34,34453,14,3000,9.99,10,653,No
29,46870,5,1500,14.35,10,676,No
32,34438,9,7500,10.99,6,720,No
28,48331,5,1500,12.69,5,662,No
30,34735,6,6300,11.99,9,681,No
30,41601,11,1500,14.61,5,603,Yes
33,35092,9,4800,7.49,10,721,No
28,50215,5,1500,14.79,6,675,No
32,53392,11,1500,11.01,6,613,No
29,46433,8,1500,12.53,7,560,Yes
28,54684,5,1500,11.12,7,625,No
34,55241,13,1500,5.99,10,633,No
32,34693,10,6000,15.21,9,612,Yes
30,47911,11,1500,7.51,9,686,Yes
35,58395,10,1500,9.91,9,568,No
33,58580,12,1500,11.71,8,699,No
33,58672,11,1500,11.89,6,637,No
34,60993,9,1500,13.92,5,550,No
28,34782,3,3250,12.53,9,602,No
27,66374,3,1500,13.23,8,640,No
28,67111,5,1500,7.37,8,623,No
28,73200,5,1500,16.77,8,709,No
29,72783,7,1500,12.87,9,621,No
32,66046,9,1500,14.42,9,673,Yes
32,75337,10,1500,13.23,7,713,No
29,97194,4,1500,12.42,9,679,No
32,97389,9,1500,10.74,10,638,No
27,35359,2,1600,13.49,8,661,Yes
33,22808,10,1600,9.88,5,589,Yes
27,35219,6,2600,7.74,7,615,No
30,35275,5,4000,7.74,7,490,No
27,35186,7,2400,6.39,8,695,No
29,22461,6,1700,11.12,10,682,No
29,40844,4,1700,15.23,9,556,No
32,35352,12,4650,13.22,5,647,No
28,49082,6,1700,11.01,9,676,No
28,64410,8,1700,8.49,8,703,No
31,16433,9,1750,6.76,10,642,No
30,15343,7,1800,14.35,5,648,No
30,35624,6,6250,11.01,9,696,No
28,18705,5,1800,11.49,7,623,No
33,19014,8,1800,17.54,9,622,No
28,35647,2,2000,10.59,7,570,No
32,26667,10,1800,12.99,8,649,No
31,29281,9,1800,13.06,7,564,No
31,29409,11,1800,8.59,6,640,No
27,31506,5,1800,6.76,10,585,No
32,35507,10,7500,13.43,7,652,No
32,56042,11,1800,11.58,9,657,No
30,59874,4,1800,11.71,5,681,No
28,65468,3,1800,11.01,7,600,No
27,72970,4,1800,11.46,8,573,No
33,96555,8,1800,10.75,7,620,No
27,141310,4,1800,12.42,10,710,No
33,175018,9,1800,12.99,6,681,No
35,613103,10,1800,13.48,6,571,No
27,23534,1,1850,11.01,8,672,No
30,51330,8,1850,11.99,5,700,No
31,19375,9,1875,8.49,7,698,Yes
30,38410,10,1900,5.79,10,663,No
30,55146,11,1900,5.79,7,700,No
32,72892,13,1925,12.29,9,667,No
33,87479,10,1925,14.35,10,694,Yes
31,13665,7,2000,14.72,5,551,Yes
30,16425,5,2000,17.19,6,675,Yes
31,35887,7,5000,15.99,7,650,No
28,35766,3,6250,12.87,9,603,No
31,35784,8,3500,12.53,5,648,No
29,24064,8,2000,5.99,7,584,Yes
31,35677,8,1500,12.29,6,686,No
29,25140,7,2000,18.3,9,689,Yes
29,25571,6,2000,13.49,8,709,No
29,25418,10,2000,7.9,9,669,Yes
27,25090,6,2000,12.53,6,586,No
31,26076,9,2000,13.48,6,690,No
30,35671,8,6250,11.01,8,614,No
30,26576,9,2000,14.22,9,656,No
28,36322,8,7000,6.99,5,632,No
33,28317,8,2000,8.49,10,637,No
27,36028,4,4000,11.01,7,640,No
33,30070,8,2000,14.35,7,625,No
27,35846,4,8000,7.51,7,636,No
31,30177,10,2000,13.61,5,543,No
27,30992,4,2000,13.11,6,672,No
32,31043,7,2000,13.16,8,596,Yes
32,36500,10,7000,10,9,660,Yes
35,36611,10,6000,13.23,10,659,No
27,32959,0,2000,6.54,10,619,No
27,32373,4,2000,13.61,10,647,No
29,33774,10,2000,7.88,6,645,No
31,36642,8,10000,9.63,10,648,No
31,36503,7,13900,8.94,8,703,No
30,35958,11,2000,11.48,10,678,No
28,36471,6,2000,5.42,5,586,No
33,37401,11,2000,7.29,5,575,No
30,112561,10,15000,11.99,5,639,No
31,98283,8,15000,14.42,6,664,Yes
32,36995,12,10000,9.91,8,641,No
28,36885,5,15000,11.01,9,679,No
29,85756,5,15000,13.47,10,583,Yes
33,101799,13,15000,16.7,9,500,Yes
33,36917,11,5000,7.51,9,668,No
29,121050,7,15000,9.88,9,695,No
27,120985,5,15000,11.58,10,635,No
29,121063,6,15000,12.04,10,653,No
28,123944,2,15000,11.46,7,694,No
27,126291,4,15000,16.77,5,690,No
31,127158,7,15000,10.59,8,664,No
27,127768,4,15000,10.75,6,687,No
29,128951,5,15000,11.01,6,570,No
32,130699,10,15000,10,9,655,No
30,36937,8,10000,9.91,10,656,No
28,36958,7,6000,6.03,8,530,No
31,37076,9,1200,11.01,8,649,No
34,133107,9,15000,12.68,10,694,No
35,133139,13,15000,11.11,8,632,No
35,36703,11,6625,6.62,6,639,No
33,132575,12,15000,14.42,9,656,No
33,37132,9,4000,11.01,7,687,No
32,122423,8,15000,17.58,8,672,Yes
35,141606,12,15000,9.63,8,561,No
29,145399,5,15000,6.91,7,669,No
30,144808,5,15000,6.17,8,609,No
29,144942,5,15000,9.63,6,668,No
32,145254,10,15000,15.68,7,639,No
31,37013,13,2000,7.9,10,494,No
27,147503,3,15000,12.73,5,682,No
28,36978,5,4750,7.9,7,590,No
27,156680,4,15000,11.01,7,520,No
27,159412,2,15000,11.12,5,626,No
29,154676,6,15000,9.63,9,651,Yes
28,169085,5,15000,11.26,5,605,No
28,172810,6,15000,12.53,6,673,No
35,36992,11,11000,10.65,10,625,No
34,177133,13,15000,8.94,5,664,No
29,180438,8,15000,16.32,9,628,No
31,181065,9,15000,11.01,10,608,No
30,198841,6,15000,13.92,9,671,No
30,210935,8,15000,11.26,8,699,No
29,241014,4,15000,10.37,5,639,No
31,240814,8,15000,11.36,8,567,No
28,240579,6,15000,11.72,10,599,No
32,277107,9,15000,5.99,5,566,No
33,37281,11,5000,11.01,9,677,No
34,37054,11,14975,12.53,10,662,Yes
30,36768,7,5100,7.9,8,674,No
28,37209,6,14800,11.14,5,692,Yes
32,60864,13,14800,10.83,5,642,No
28,82573,4,14800,9.99,9,660,No
30,51792,9,14750,11.01,7,672,Yes
32,36804,11,10000,7.51,9,665,No
34,37323,11,4300,7.9,5,613,No
27,45320,4,14700,5.99,9,627,Yes
27,36813,6,2000,11.49,8,666,No
29,36799,6,2000,10.75,7,608,No
28,37314,8,2000,12.42,6,645,No
35,36524,14,3300,5.99,6,635,No
31,40513,12,2000,5.79,5,675,No
30,40657,9,2000,11.01,8,691,No
31,48742,11,2000,10.37,7,650,No
27,48890,5,2000,10.75,6,584,No
27,62252,4,2000,7.74,6,642,No
30,63029,8,2000,9.99,5,575,No
29,63448,4,2000,13.72,6,650,No
29,65768,10,2000,10.01,7,618,No
31,60783,9,2000,5.42,8,671,Yes
28,61191,5,2000,16.89,7,631,Yes
32,36740,10,9000,5.42,9,686,No
33,69949,9,2000,11.01,5,650,No
35,72070,13,2000,13.48,7,734,No
27,73246,6,2000,9.91,9,632,No
28,73043,1,2000,11.01,6,695,No
31,36768,9,5000,11.01,7,654,No
28,65713,5,2000,14.42,7,576,Yes
29,36786,6,4000,11.01,6,572,No
30,37074,8,10000,6.99,5,573,No
29,83159,4,2000,11.01,9,647,No
30,83524,6,2000,6.17,10,694,No
32,36870,7,7000,6.99,6,643,No
27,83749,3,2000,6.99,5,530,No
30,85099,5,2000,10.65,9,654,No
35,37140,13,2975,5.99,5,658,No
35,84956,14,2000,13.72,7,575,No
31,36752,8,9450,8.49,8,589,No
29,87246,11,2000,14.59,8,545,Yes
35,96671,15,2000,12.99,9,680,No
31,37163,2,4000,15.62,7,571,Yes
34,96649,14,2000,10.36,7,689,No
29,97337,6,2000,9.76,10,641,No
27,102917,8,2000,14.22,9,674,No
31,104039,7,2000,5.99,5,574,No
29,123751,5,2000,8.88,7,702,No
31,142825,9,2000,16.89,8,538,Yes
34,37088,16,6000,7.29,9,662,No
33,159672,10,2000,11.36,9,619,No
35,36953,12,10000,13.43,7,615,Yes
31,36738,8,2050,8.88,7,608,Yes
29,72891,7,2075,15.23,7,601,No
33,36781,12,5000,12.68,10,653,No
30,14615,10,2100,6.76,6,691,Yes
30,15690,9,2100,12.49,7,686,Yes
33,18181,15,2100,15.21,10,647,Yes
34,25937,8,2100,7.88,8,513,No
29,38948,8,2100,11.01,6,596,No
27,41101,9,2100,12.21,9,709,No
29,37155,9,6000,5.79,8,572,No
27,47555,4,2100,11.01,6,637,No
32,63455,9,2100,11.01,7,576,No
28,37122,8,3000,7.29,5,567,No
33,36842,12,10000,5.79,6,713,No
28,42746,3,2125,15.27,6,662,No
28,25146,1,2150,10.37,6,594,No
27,29932,5,2150,14.72,7,592,No
34,37286,12,14000,8.9,7,640,Yes
27,37752,4,14000,7.88,5,616,Yes
30,40488,7,14000,7.29,10,602,Yes
28,41496,4,14000,11.01,5,666,Yes
27,43023,2,14000,14.27,8,622,Yes
28,35634,4,14000,11.99,9,615,Yes
34,44310,12,14000,7.51,6,683,Yes
35,45528,14,14000,7.88,8,656,Yes
30,48667,7,14000,12.73,8,621,Yes
27,42209,2,14000,19.82,10,565,Yes
28,49163,4,14000,11.89,5,590,Yes
29,49235,6,14000,8.49,10,553,Yes
28,36732,3,7500,12.98,8,581,No
29,17871,8,2200,5.99,10,616,No
29,19055,4,2200,13.48,10,704,Yes
34,36594,13,14000,7.51,8,603,No
29,21204,8,2200,9.32,5,613,Yes
28,37160,4,3000,6.76,9,691,No
31,36801,8,2200,7.49,10,651,No
31,46881,9,2200,13.06,10,505,No
35,49042,12,2200,11.01,10,623,No
31,51205,10,2200,9.63,8,669,No
27,48592,6,2200,11.01,8,692,Yes
32,53457,6,2200,15.65,5,568,Yes
30,64194,5,2200,10.99,8,577,No
27,84899,1,2200,10.74,8,669,No
30,36687,6,5000,7.14,7,577,No
28,97259,9,2200,9.99,6,616,No
28,36578,2,6000,13.98,8,652,No
34,144951,15,2200,7.51,5,670,No
27,19555,5,2250,18.25,6,647,Yes
29,37179,11,5000,7.51,8,700,No
28,22776,4,2250,8.49,9,671,No
30,51362,6,2250,8.88,8,694,No
27,58343,1,2250,11.01,7,598,No
28,51570,6,2250,6.99,8,641,Yes
33,36818,10,12000,7.14,5,682,No
28,45286,7,2300,13.17,7,621,No
30,47609,8,2300,8.59,8,634,No
29,75343,6,2300,13.43,6,603,Yes
32,72949,10,2375,11.83,7,635,No
35,86139,12,2375,9.25,9,663,No
34,37137,10,4650,11.01,8,641,No
31,15283,6,2400,11.71,10,653,Yes
28,15628,5,2400,12.68,8,666,Yes
31,15847,10,2400,11.01,10,642,Yes
27,22624,7,2400,10.65,6,647,No
30,22922,12,2400,11.49,10,630,No
34,22593,14,2400,14.79,10,653,No
29,37140,6,6600,13.85,8,594,No
29,36980,5,1600,10.25,9,596,No
30,26609,5,2400,10.25,9,720,No
31,28553,10,2400,8.49,8,632,Yes
33,37392,13,12250,11.36,8,640,No
30,37416,8,5000,11.01,10,593,No
29,28994,10,2400,10.36,6,695,No
34,29533,13,2400,13.11,5,658,No
32,37198,10,6000,15.31,8,672,No
33,37268,11,2400,9.91,5,680,No
29,37251,5,6500,8.59,10,695,No
28,36793,3,2400,9.25,6,682,No
27,37277,4,5000,11.01,5,635,No
31,38182,6,2400,13.47,5,678,No
28,38473,4,2400,11.49,6,596,No
30,38481,9,2400,16.49,6,604,No
33,41310,12,2400,11.99,9,665,No
31,41990,6,2400,12.21,5,625,No
27,43264,2,2400,11.01,9,682,No
30,35962,8,2400,17.93,7,663,Yes
32,37150,12,3000,15.65,6,607,No
27,36949,4,2400,17.49,10,605,Yes
27,37379,4,2400,15.99,9,566,Yes
28,45967,4,2400,7.66,5,549,No
27,46980,6,2400,10.65,6,644,No
30,47755,3,2400,10.99,7,663,No
35,49095,15,2400,11.71,10,676,No
31,49043,7,2400,11.01,9,654,No
30,48796,8,2400,8.49,10,526,No
30,41450,7,2400,15.57,5,571,Yes
34,48998,9,2400,9.32,7,658,No
28,43102,2,2400,7.29,9,591,Yes
28,36903,8,10500,8.94,8,535,No
34,37214,14,7300,9.32,9,691,No
29,37228,7,8000,12.84,8,636,No
32,51421,9,2400,9.62,7,654,No
27,51135,5,2400,6.54,10,599,No
31,53625,13,2400,14.35,5,652,No
32,55276,8,2400,12.42,6,668,No
29,55338,7,2400,11.01,6,659,No
30,49689,9,2400,11.49,9,577,Yes
34,58168,10,2400,13.22,5,547,No
29,37010,8,1500,13.16,8,594,No
34,51447,9,2400,13.8,10,639,Yes
34,61109,10,2400,11.01,9,661,No
34,61001,9,2400,13.49,9,636,No
31,60583,7,2400,11.03,8,648,No
30,64455,10,2400,9.62,7,517,No
29,36818,8,15000,9.63,8,662,No
27,72946,8,2400,7.49,6,650,No
27,73287,3,2400,12.69,8,659,No
28,36734,4,7500,11.78,7,642,No
29,84511,6,2400,11.11,6,631,No
28,84705,6,2400,10.65,7,544,No
34,84752,16,2400,11.99,7,679,No
34,87327,10,2400,13.16,8,665,No
27,94255,2,2400,11.01,5,667,No
30,99832,5,2400,8.9,5,631,No
29,108843,2,2400,13.49,9,612,No
31,94512,9,2425,5.42,10,623,No
28,105034,3,2425,11.49,8,619,No
31,36843,10,11225,13.62,6,620,Yes
28,80279,5,2475,15.05,8,697,Yes
30,36946,7,12000,10.59,6,633,No
27,91875,5,2475,6.54,8,696,No
35,13767,16,2500,14.84,5,669,Yes
31,36854,8,11000,8.94,10,702,No
29,65768,8,13575,11.71,10,565,Yes
29,36952,7,1400,8.9,9,706,Yes
27,45178,3,13500,10.78,6,671,Yes
34,36893,11,18000,12.84,10,590,No
29,37502,6,7000,6.99,10,660,No
28,37550,1,5000,8.49,9,669,No
29,78364,3,13500,7.49,8,620,No
35,90940,13,13500,7.29,9,635,No
27,92145,0,13450,16.32,8,637,Yes
35,37836,13,6000,7.49,7,628,No
27,142952,9,13425,15.99,10,549,Yes
28,75055,6,13400,13.06,6,596,No
31,52399,8,13350,12.42,6,620,Yes
31,37740,8,5000,8.32,9,722,No
30,39085,5,13275,11.01,5,672,Yes
33,31003,10,13250,7.66,6,690,Yes
33,38036,9,5300,7.68,7,525,No
28,43353,4,13250,10.65,7,619,Yes
31,36070,8,13250,17.58,6,644,Yes
29,38218,9,8000,11.58,9,585,Yes
30,54932,10,13250,7.9,10,690,No
29,56628,7,13250,17.27,6,571,Yes
29,38070,8,8875,7.66,9,656,No
32,37705,13,2400,13.8,7,664,No
31,106581,6,13225,12.42,7,661,No
29,34698,2,13200,6.17,10,671,Yes
34,49215,8,13200,12.42,8,620,Yes
34,48955,15,13200,11.01,6,652,Yes
27,38450,4,5500,10.65,7,611,No
32,84874,11,13200,13.49,6,667,No
29,37792,6,9950,7.9,6,639,No
30,38305,5,2400,10.65,5,672,Yes
28,38493,4,11300,9.91,5,645,No
34,108402,11,13200,10.74,5,641,No
31,38881,7,13150,13.24,5,704,Yes
32,38383,9,12000,5.42,6,708,No
33,62400,12,13075,16.7,8,683,Yes
32,38089,8,13000,11.01,8,643,Yes
